time,function,GEN_PROC_COELHOS,GEN_PROC_RAPOSA,GEN_COMIDA_RAPOSA,N_GEN,L,C,N
9.473233,main,10,10,10,100,2000,2000,10
9.109999,main,10,10,10,100,2000,2000,10
9.504499,main,10,10,10,100,2000,2000,10
8.880701,main,10,10,10,100,2000,2000,10
9.044243,main,10,10,10,100,2000,2000,10
9.421354,main,10,10,10,100,2000,2000,10
2.425163,main,10,10,10,100,1000,1000,20
2.382911,main,10,10,10,100,1000,1000,20
2.487840,main,10,10,10,100,1000,1000,20
2.457086,main,10,10,10,100,1000,1000,20
2.419097,main,10,10,10,100,1000,1000,20
2.424888,main,10,10,10,100,1000,1000,20
2.391725,main,10,10,10,100,1000,1000,20
2.356157,main,10,10,10,100,1000,1000,20
2.365416,main,10,10,10,100,1000,1000,20
2.393326,main,10,10,10,100,1000,1000,20
2.417186,main,40,10,10,100,1000,1000,10
2.366448,main,40,10,10,100,1000,1000,10
2.409861,main,40,10,10,100,1000,1000,10
2.265356,main,40,10,10,100,1000,1000,10
2.181949,main,40,10,10,100,1000,1000,10
2.175024,main,40,10,10,100,1000,1000,10
2.361873,main,40,10,10,100,1000,1000,10
2.227187,main,40,10,10,100,1000,1000,10
2.368410,main,40,10,10,100,1000,1000,10
2.382487,main,40,10,10,100,1000,1000,10
2.445420,main,10,40,10,100,1000,1000,10
2.503485,main,10,40,10,100,1000,1000,10
2.439257,main,10,40,10,100,1000,1000,10
2.407857,main,10,40,10,100,1000,1000,10
2.323374,main,10,40,10,100,1000,1000,10
2.381592,main,10,40,10,100,1000,1000,10
2.282302,main,10,40,10,100,1000,1000,10
2.222333,main,10,40,10,100,1000,1000,10
2.226735,main,10,40,10,100,1000,1000,10
2.252434,main,10,40,10,100,1000,1000,10
2.439622,main,10,10,40,100,1000,1000,10
2.480646,main,10,10,40,100,1000,1000,10
2.357448,main,10,10,40,100,1000,1000,10
2.413479,main,10,10,40,100,1000,1000,10
2.386022,main,10,10,40,100,1000,1000,10
2.406480,main,10,10,40,100,1000,1000,10
2.481662,main,10,10,40,100,1000,1000,10
2.476191,main,10,10,40,100,1000,1000,10
2.451038,main,10,10,40,100,1000,1000,10
2.438935,main,10,10,40,100,1000,1000,10
4.929856,main,10,10,10,200,1000,1000,10
4.619040,main,10,10,10,200,1000,1000,10
4.780914,main,10,10,10,200,1000,1000,10
4.326082,main,10,10,10,200,1000,1000,10
4.883337,main,10,10,10,200,1000,1000,10
4.947891,main,10,10,10,200,1000,1000,10
4.679816,main,10,10,10,200,1000,1000,10
4.410134,main,10,10,10,200,1000,1000,10
4.426503,main,10,10,10,200,1000,1000,10
4.761659,main,10,10,10,200,1000,1000,10
36.646224,main,10,10,10,100,4000,4000,10
36.575711,main,10,10,10,100,4000,4000,10
37.419240,main,10,10,10,100,4000,4000,10
36.630767,main,10,10,10,100,4000,4000,10
37.843758,main,10,10,10,100,4000,4000,10
37.154569,main,10,10,10,100,4000,4000,10
37.872129,main,10,10,10,100,4000,4000,10
38.468831,main,10,10,10,100,4000,4000,10
38.181246,main,10,10,10,100,4000,4000,10
38.069960,main,10,10,10,100,4000,4000,10
2.397379,main,10,10,10,100,1000,1000,40
2.388899,main,10,10,10,100,1000,1000,40
2.392810,main,10,10,10,100,1000,1000,40
2.426496,main,10,10,10,100,1000,1000,40
2.669420,main,10,10,10,100,1000,1000,40
2.580950,main,10,10,10,100,1000,1000,40
2.623266,main,10,10,10,100,1000,1000,40
2.744500,main,10,10,10,100,1000,1000,40
2.641014,main,10,10,10,100,1000,1000,40
2.496117,main,10,10,10,100,1000,1000,40
2.204585,main,10,5,10,100,1000,1000,10
2.150290,main,10,5,10,100,1000,1000,10
2.129997,main,10,5,10,100,1000,1000,10
2.105840,main,10,5,10,100,1000,1000,10
2.131508,main,10,5,10,100,1000,1000,10
2.201085,main,10,5,10,100,1000,1000,10
2.205909,main,10,5,10,100,1000,1000,10
2.213293,main,10,5,10,100,1000,1000,10
2.138332,main,10,5,10,100,1000,1000,10
2.164837,main,10,5,10,100,1000,1000,10
0.496227,main,10,10,10,100,500,500,20
0.488639,main,10,10,10,100,500,500,20
0.491256,main,10,10,10,100,500,500,20
0.494457,main,10,10,10,100,500,500,20
0.535681,main,10,10,10,100,500,500,20
0.533595,main,10,10,10,100,500,500,20
0.535034,main,10,10,10,100,500,500,20
0.533784,main,10,10,10,100,500,500,20
0.563329,main,10,10,10,100,500,500,20
0.542751,main,10,10,10,100,500,500,20
16.663111,main_prl,5,10,10,100,1000,1000,10
14.469938,main_prl,5,10,10,100,1000,1000,10
16.161201,main_prl,5,10,10,100,1000,1000,10
15.094893,main_prl,5,10,10,100,1000,1000,10
15.092997,main_prl,5,10,10,100,1000,1000,10
15.688688,main_prl,5,10,10,100,1000,1000,10
16.687186,main_prl,5,10,10,100,1000,1000,10
16.186425,main_prl,5,10,10,100,1000,1000,10
16.969983,main_prl,5,10,10,100,1000,1000,10
17.153676,main_prl,5,10,10,100,1000,1000,10
17.258217,main_prl,10,5,10,100,1000,1000,10
16.725957,main_prl,10,5,10,100,1000,1000,10
16.742432,main_prl,10,5,10,100,1000,1000,10
17.255686,main_prl,10,5,10,100,1000,1000,10
17.243824,main_prl,10,5,10,100,1000,1000,10
16.813505,main_prl,10,5,10,100,1000,1000,10
18.504739,main_prl,10,5,10,100,1000,1000,10
17.060598,main_prl,10,5,10,100,1000,1000,10
18.179623,main_prl,10,5,10,100,1000,1000,10
17.045785,main_prl,10,5,10,100,1000,1000,10
17.242189,main_prl,10,10,5,100,1000,1000,10
20.074053,main_prl,10,10,5,100,1000,1000,10
18.132292,main_prl,10,10,5,100,1000,1000,10
18.394272,main_prl,10,10,5,100,1000,1000,10
18.731808,main_prl,10,10,5,100,1000,1000,10
18.352099,main_prl,10,10,5,100,1000,1000,10
18.008231,main_prl,10,10,5,100,1000,1000,10
18.302288,main_prl,10,10,5,100,1000,1000,10
17.778522,main_prl,10,10,5,100,1000,1000,10
19.283415,main_prl,10,10,5,100,1000,1000,10
8.479626,main_prl,10,10,10,50,1000,1000,10
8.619736,main_prl,10,10,10,50,1000,1000,10
9.139030,main_prl,10,10,10,50,1000,1000,10
8.797379,main_prl,10,10,10,50,1000,1000,10
8.741471,main_prl,10,10,10,50,1000,1000,10
9.629223,main_prl,10,10,10,50,1000,1000,10
9.405470,main_prl,10,10,10,50,1000,1000,10
9.687892,main_prl,10,10,10,50,1000,1000,10
9.330062,main_prl,10,10,10,50,1000,1000,10
9.401693,main_prl,10,10,10,50,1000,1000,10
4.702884,main_prl,10,10,10,100,500,500,20
4.519898,main_prl,10,10,10,100,500,500,20
4.712730,main_prl,10,10,10,100,500,500,20
4.442432,main_prl,10,10,10,100,500,500,20
4.096611,main_prl,10,10,10,100,500,500,20
4.361192,main_prl,10,10,10,100,500,500,20
4.087530,main_prl,10,10,10,100,500,500,20
4.028789,main_prl,10,10,10,100,500,500,20
4.121073,main_prl,10,10,10,100,500,500,20
4.245846,main_prl,10,10,10,100,500,500,20
17.209578,main_prl,10,10,10,100,1000,1000,5
17.403043,main_prl,10,10,10,100,1000,1000,5
18.158418,main_prl,10,10,10,100,1000,1000,5
16.780034,main_prl,10,10,10,100,1000,1000,5
16.984281,main_prl,10,10,10,100,1000,1000,5
18.252701,main_prl,10,10,10,100,1000,1000,5
16.745605,main_prl,10,10,10,100,1000,1000,5
17.472732,main_prl,10,10,10,100,1000,1000,5
17.794492,main_prl,10,10,10,100,1000,1000,5
18.336640,main_prl,10,10,10,100,1000,1000,5
18.651032,main_prl,20,10,10,100,1000,1000,10
17.953591,main_prl,20,10,10,100,1000,1000,10
17.803915,main_prl,20,10,10,100,1000,1000,10
17.527647,main_prl,20,10,10,100,1000,1000,10
17.197860,main_prl,20,10,10,100,1000,1000,10
20.323637,main_prl,20,10,10,100,1000,1000,10
18.559885,main_prl,20,10,10,100,1000,1000,10
17.973909,main_prl,20,10,10,100,1000,1000,10
17.851203,main_prl,20,10,10,100,1000,1000,10
18.034131,main_prl,20,10,10,100,1000,1000,10
18.207830,main_prl,10,20,10,100,1000,1000,10
17.527799,main_prl,10,20,10,100,1000,1000,10
18.379507,main_prl,10,20,10,100,1000,1000,10
18.760987,main_prl,10,20,10,100,1000,1000,10
17.529578,main_prl,10,20,10,100,1000,1000,10
17.999182,main_prl,10,20,10,100,1000,1000,10
19.661944,main_prl,10,20,10,100,1000,1000,10
18.385137,main_prl,10,20,10,100,1000,1000,10
19.022760,main_prl,10,20,10,100,1000,1000,10
19.137422,main_prl,10,20,10,100,1000,1000,10
17.302127,main_prl,10,10,20,100,1000,1000,10
18.252251,main_prl,10,10,20,100,1000,1000,10
19.579865,main_prl,10,10,20,100,1000,1000,10
20.437173,main_prl,10,10,20,100,1000,1000,10
17.499716,main_prl,10,10,20,100,1000,1000,10
17.206730,main_prl,10,10,20,100,1000,1000,10
18.389845,main_prl,10,10,20,100,1000,1000,10
18.785842,main_prl,10,10,20,100,1000,1000,10
18.537492,main_prl,10,10,20,100,1000,1000,10
18.640294,main_prl,10,10,20,100,1000,1000,10
37.569154,main_prl,10,10,10,200,1000,1000,10
36.774406,main_prl,10,10,10,200,1000,1000,10
36.916199,main_prl,10,10,10,200,1000,1000,10
40.363845,main_prl,10,10,10,200,1000,1000,10
38.742111,main_prl,10,10,10,200,1000,1000,10
37.940866,main_prl,10,10,10,200,1000,1000,10
36.018416,main_prl,10,10,10,200,1000,1000,10
38.644793,main_prl,10,10,10,200,1000,1000,10
37.150753,main_prl,10,10,10,200,1000,1000,10
35.715760,main_prl,10,10,10,200,1000,1000,10
53.192345,main_prl,10,10,10,100,2000,2000,10
54.888373,main_prl,10,10,10,100,2000,2000,10
52.974143,main_prl,10,10,10,100,2000,2000,10
54.675179,main_prl,10,10,10,100,2000,2000,10
54.012318,main_prl,10,10,10,100,2000,2000,10
53.233782,main_prl,10,10,10,100,2000,2000,10
52.639082,main_prl,10,10,10,100,2000,2000,10
53.608270,main_prl,10,10,10,100,2000,2000,10
53.494292,main_prl,10,10,10,100,2000,2000,10
54.826687,main_prl,10,10,10,100,2000,2000,10
19.616724,main_prl,10,10,10,100,1000,1000,20
17.937382,main_prl,10,10,10,100,1000,1000,20
17.256878,main_prl,10,10,10,100,1000,1000,20
18.424457,main_prl,10,10,10,100,1000,1000,20
19.617373,main_prl,10,10,10,100,1000,1000,20
18.500391,main_prl,10,10,10,100,1000,1000,20
17.857758,main_prl,10,10,10,100,1000,1000,20
19.191804,main_prl,10,10,10,100,1000,1000,20
18.392076,main_prl,10,10,10,100,1000,1000,20
18.300210,main_prl,10,10,10,100,1000,1000,20
18.457735,main_prl,40,10,10,100,1000,1000,10
19.110854,main_prl,40,10,10,100,1000,1000,10
17.871692,main_prl,40,10,10,100,1000,1000,10
17.737603,main_prl,40,10,10,100,1000,1000,10
19.923757,main_prl,40,10,10,100,1000,1000,10
18.846626,main_prl,40,10,10,100,1000,1000,10
19.867715,main_prl,40,10,10,100,1000,1000,10
17.671902,main_prl,40,10,10,100,1000,1000,10
19.633129,main_prl,40,10,10,100,1000,1000,10
18.007968,main_prl,40,10,10,100,1000,1000,10
19.595069,main_prl,10,40,10,100,1000,1000,10
19.033529,main_prl,10,40,10,100,1000,1000,10
19.278073,main_prl,10,40,10,100,1000,1000,10
20.172749,main_prl,10,40,10,100,1000,1000,10
18.960116,main_prl,10,40,10,100,1000,1000,10
18.151272,main_prl,10,40,10,100,1000,1000,10
18.713552,main_prl,10,40,10,100,1000,1000,10
18.230971,main_prl,10,40,10,100,1000,1000,10
18.285516,main_prl,10,40,10,100,1000,1000,10
17.387762,main_prl,10,40,10,100,1000,1000,10
17.634248,main_prl,10,10,40,100,1000,1000,10
18.418930,main_prl,10,10,40,100,1000,1000,10
18.040184,main_prl,10,10,40,100,1000,1000,10
18.108746,main_prl,10,10,40,100,1000,1000,10
18.437087,main_prl,10,10,40,100,1000,1000,10
18.004181,main_prl,10,10,40,100,1000,1000,10
19.640078,main_prl,10,10,40,100,1000,1000,10
20.684868,main_prl,10,10,40,100,1000,1000,10
18.898309,main_prl,10,10,40,100,1000,1000,10
17.644713,main_prl,10,10,40,100,1000,1000,10
33.344771,main_prl,10,10,10,200,1000,1000,10
33.669658,main_prl,10,10,10,200,1000,1000,10
34.526808,main_prl,10,10,10,200,1000,1000,10
35.077074,main_prl,10,10,10,200,1000,1000,10
35.483311,main_prl,10,10,10,200,1000,1000,10
35.686518,main_prl,10,10,10,200,1000,1000,10
37.852067,main_prl,10,10,10,200,1000,1000,10
37.212539,main_prl,10,10,10,200,1000,1000,10
34.746870,main_prl,10,10,10,200,1000,1000,10
36.428383,main_prl,10,10,10,200,1000,1000,10
126.576539,main_prl,10,10,10,100,4000,4000,10
119.450689,main_prl,10,10,10,100,4000,4000,10
119.666650,main_prl,10,10,10,100,4000,4000,10
118.623604,main_prl,10,10,10,100,4000,4000,10
118.947221,main_prl,10,10,10,100,4000,4000,10
118.902101,main_prl,10,10,10,100,4000,4000,10
120.053660,main_prl,10,10,10,100,4000,4000,10
120.918450,main_prl,10,10,10,100,4000,4000,10
120.999956,main_prl,10,10,10,100,4000,4000,10
118.992885,main_prl,10,10,10,100,4000,4000,10
12.197719,main_prl,10,10,10,100,1000,1000,40
12.971559,main_prl,10,10,10,100,1000,1000,40
12.888250,main_prl,10,10,10,100,1000,1000,40
13.066250,main_prl,10,10,10,100,1000,1000,40
12.881440,main_prl,10,10,10,100,1000,1000,40
13.310927,main_prl,10,10,10,100,1000,1000,40
13.025658,main_prl,10,10,10,100,1000,1000,40
13.120682,main_prl,10,10,10,100,1000,1000,40
13.101401,main_prl,10,10,10,100,1000,1000,40
13.148515,main_prl,10,10,10,100,1000,1000,40
17.642715,main_prl_v2,5,10,10,100,1000,1000,10
17.632784,main_prl_v2,5,10,10,100,1000,1000,10
17.274526,main_prl_v2,5,10,10,100,1000,1000,10
17.906008,main_prl_v2,5,10,10,100,1000,1000,10
19.248990,main_prl_v2,5,10,10,100,1000,1000,10
19.811682,main_prl_v2,5,10,10,100,1000,1000,10
20.503183,main_prl_v2,5,10,10,100,1000,1000,10
19.961094,main_prl_v2,5,10,10,100,1000,1000,10
21.019729,main_prl_v2,5,10,10,100,1000,1000,10
20.403046,main_prl_v2,5,10,10,100,1000,1000,10
22.223970,main_prl_v2,10,5,10,100,1000,1000,10
23.488826,main_prl_v2,10,5,10,100,1000,1000,10
23.534547,main_prl_v2,10,5,10,100,1000,1000,10
22.796910,main_prl_v2,10,5,10,100,1000,1000,10
22.869171,main_prl_v2,10,5,10,100,1000,1000,10
23.105106,main_prl_v2,10,5,10,100,1000,1000,10
22.705632,main_prl_v2,10,5,10,100,1000,1000,10
23.404865,main_prl_v2,10,5,10,100,1000,1000,10
22.751430,main_prl_v2,10,5,10,100,1000,1000,10
23.329941,main_prl_v2,10,5,10,100,1000,1000,10
22.743038,main_prl_v2,10,10,5,100,1000,1000,10
23.888961,main_prl_v2,10,10,5,100,1000,1000,10
22.706994,main_prl_v2,10,10,5,100,1000,1000,10
22.167246,main_prl_v2,10,10,5,100,1000,1000,10
22.120532,main_prl_v2,10,10,5,100,1000,1000,10
22.985218,main_prl_v2,10,10,5,100,1000,1000,10
23.908228,main_prl_v2,10,10,5,100,1000,1000,10
23.388061,main_prl_v2,10,10,5,100,1000,1000,10
22.647652,main_prl_v2,10,10,5,100,1000,1000,10
23.322886,main_prl_v2,10,10,5,100,1000,1000,10
11.604236,main_prl_v2,10,10,10,50,1000,1000,10
11.367287,main_prl_v2,10,10,10,50,1000,1000,10
11.867127,main_prl_v2,10,10,10,50,1000,1000,10
11.685687,main_prl_v2,10,10,10,50,1000,1000,10
12.244317,main_prl_v2,10,10,10,50,1000,1000,10
12.368360,main_prl_v2,10,10,10,50,1000,1000,10
11.225740,main_prl_v2,10,10,10,50,1000,1000,10
11.965310,main_prl_v2,10,10,10,50,1000,1000,10
12.074307,main_prl_v2,10,10,10,50,1000,1000,10
11.943757,main_prl_v2,10,10,10,50,1000,1000,10
6.119707,main_prl_v2,10,10,10,100,500,500,20
5.994741,main_prl_v2,10,10,10,100,500,500,20
5.971546,main_prl_v2,10,10,10,100,500,500,20
5.984875,main_prl_v2,10,10,10,100,500,500,20
6.786143,main_prl_v2,10,10,10,100,500,500,20
6.158869,main_prl_v2,10,10,10,100,500,500,20
5.816884,main_prl_v2,10,10,10,100,500,500,20
6.149361,main_prl_v2,10,10,10,100,500,500,20
6.807282,main_prl_v2,10,10,10,100,500,500,20
6.060895,main_prl_v2,10,10,10,100,500,500,20
22.964069,main_prl_v2,10,10,10,100,1000,1000,5
24.105816,main_prl_v2,10,10,10,100,1000,1000,5
24.405246,main_prl_v2,10,10,10,100,1000,1000,5
24.135757,main_prl_v2,10,10,10,100,1000,1000,5
24.092625,main_prl_v2,10,10,10,100,1000,1000,5
23.548562,main_prl_v2,10,10,10,100,1000,1000,5
23.848422,main_prl_v2,10,10,10,100,1000,1000,5
24.168816,main_prl_v2,10,10,10,100,1000,1000,5
24.015314,main_prl_v2,10,10,10,100,1000,1000,5
25.498222,main_prl_v2,10,10,10,100,1000,1000,5
24.413850,main_prl_v2,20,10,10,100,1000,1000,10
23.310783,main_prl_v2,20,10,10,100,1000,1000,10
23.356017,main_prl_v2,20,10,10,100,1000,1000,10
24.107535,main_prl_v2,20,10,10,100,1000,1000,10
23.929235,main_prl_v2,20,10,10,100,1000,1000,10
23.960836,main_prl_v2,20,10,10,100,1000,1000,10
24.396178,main_prl_v2,20,10,10,100,1000,1000,10
23.692428,main_prl_v2,20,10,10,100,1000,1000,10
24.078574,main_prl_v2,20,10,10,100,1000,1000,10
23.265597,main_prl_v2,20,10,10,100,1000,1000,10
24.313728,main_prl_v2,10,20,10,100,1000,1000,10
23.847701,main_prl_v2,10,20,10,100,1000,1000,10
24.060241,main_prl_v2,10,20,10,100,1000,1000,10
24.291499,main_prl_v2,10,20,10,100,1000,1000,10
23.836259,main_prl_v2,10,20,10,100,1000,1000,10
23.545744,main_prl_v2,10,20,10,100,1000,1000,10
24.121879,main_prl_v2,10,20,10,100,1000,1000,10
23.865212,main_prl_v2,10,20,10,100,1000,1000,10
23.828887,main_prl_v2,10,20,10,100,1000,1000,10
24.536021,main_prl_v2,10,20,10,100,1000,1000,10
23.907962,main_prl_v2,10,10,20,100,1000,1000,10
24.226535,main_prl_v2,10,10,20,100,1000,1000,10
23.850839,main_prl_v2,10,10,20,100,1000,1000,10
23.749328,main_prl_v2,10,10,20,100,1000,1000,10
23.807993,main_prl_v2,10,10,20,100,1000,1000,10
23.965183,main_prl_v2,10,10,20,100,1000,1000,10
24.433266,main_prl_v2,10,10,20,100,1000,1000,10
24.063621,main_prl_v2,10,10,20,100,1000,1000,10
24.038231,main_prl_v2,10,10,20,100,1000,1000,10
24.056775,main_prl_v2,10,10,20,100,1000,1000,10
47.826517,main_prl_v2,10,10,10,200,1000,1000,10
48.329210,main_prl_v2,10,10,10,200,1000,1000,10
48.035634,main_prl_v2,10,10,10,200,1000,1000,10
47.897362,main_prl_v2,10,10,10,200,1000,1000,10
46.822110,main_prl_v2,10,10,10,200,1000,1000,10
41.670476,main_prl_v2,10,10,10,200,1000,1000,10
41.454252,main_prl_v2,10,10,10,200,1000,1000,10
41.726514,main_prl_v2,10,10,10,200,1000,1000,10
41.459604,main_prl_v2,10,10,10,200,1000,1000,10
41.703819,main_prl_v2,10,10,10,200,1000,1000,10
35.441923,main_prl_v2,10,10,10,100,2000,2000,10
35.456503,main_prl_v2,10,10,10,100,2000,2000,10
35.468806,main_prl_v2,10,10,10,100,2000,2000,10
35.630794,main_prl_v2,10,10,10,100,2000,2000,10
35.472958,main_prl_v2,10,10,10,100,2000,2000,10
35.435167,main_prl_v2,10,10,10,100,2000,2000,10
35.354848,main_prl_v2,10,10,10,100,2000,2000,10
35.421038,main_prl_v2,10,10,10,100,2000,2000,10
35.418346,main_prl_v2,10,10,10,100,2000,2000,10
35.644304,main_prl_v2,10,10,10,100,2000,2000,10
20.957192,main_prl_v2,10,10,10,100,1000,1000,20
18.933705,main_prl_v2,10,10,10,100,1000,1000,20
18.414539,main_prl_v2,10,10,10,100,1000,1000,20
19.022806,main_prl_v2,10,10,10,100,1000,1000,20
19.435036,main_prl_v2,10,10,10,100,1000,1000,20
19.189873,main_prl_v2,10,10,10,100,1000,1000,20
19.400421,main_prl_v2,10,10,10,100,1000,1000,20
19.766627,main_prl_v2,10,10,10,100,1000,1000,20
19.877407,main_prl_v2,10,10,10,100,1000,1000,20
19.941779,main_prl_v2,10,10,10,100,1000,1000,20
19.931600,main_prl_v2,40,10,10,100,1000,1000,10
19.891023,main_prl_v2,40,10,10,100,1000,1000,10
19.966622,main_prl_v2,40,10,10,100,1000,1000,10
20.003271,main_prl_v2,40,10,10,100,1000,1000,10
19.971967,main_prl_v2,40,10,10,100,1000,1000,10
19.986243,main_prl_v2,40,10,10,100,1000,1000,10
19.924996,main_prl_v2,40,10,10,100,1000,1000,10
20.039646,main_prl_v2,40,10,10,100,1000,1000,10
19.986579,main_prl_v2,40,10,10,100,1000,1000,10
19.985926,main_prl_v2,40,10,10,100,1000,1000,10
19.310431,main_prl_v2,10,40,10,100,1000,1000,10
19.263707,main_prl_v2,10,40,10,100,1000,1000,10
19.515749,main_prl_v2,10,40,10,100,1000,1000,10
19.148986,main_prl_v2,10,40,10,100,1000,1000,10
19.413788,main_prl_v2,10,40,10,100,1000,1000,10
19.475585,main_prl_v2,10,40,10,100,1000,1000,10
20.089630,main_prl_v2,10,40,10,100,1000,1000,10
20.302639,main_prl_v2,10,40,10,100,1000,1000,10
20.261001,main_prl_v2,10,40,10,100,1000,1000,10
19.975584,main_prl_v2,10,40,10,100,1000,1000,10
20.037843,main_prl_v2,10,10,40,100,1000,1000,10
20.010077,main_prl_v2,10,10,40,100,1000,1000,10
19.474073,main_prl_v2,10,10,40,100,1000,1000,10
18.756484,main_prl_v2,10,10,40,100,1000,1000,10
18.846720,main_prl_v2,10,10,40,100,1000,1000,10
19.616732,main_prl_v2,10,10,40,100,1000,1000,10
19.489843,main_prl_v2,10,10,40,100,1000,1000,10
20.235356,main_prl_v2,10,10,40,100,1000,1000,10
20.146998,main_prl_v2,10,10,40,100,1000,1000,10
20.033594,main_prl_v2,10,10,40,100,1000,1000,10
39.730537,main_prl_v2,10,10,10,200,1000,1000,10
39.690910,main_prl_v2,10,10,10,200,1000,1000,10
40.156861,main_prl_v2,10,10,10,200,1000,1000,10
40.018908,main_prl_v2,10,10,10,200,1000,1000,10
40.091784,main_prl_v2,10,10,10,200,1000,1000,10
39.989195,main_prl_v2,10,10,10,200,1000,1000,10
40.140086,main_prl_v2,10,10,10,200,1000,1000,10
40.415163,main_prl_v2,10,10,10,200,1000,1000,10
40.357186,main_prl_v2,10,10,10,200,1000,1000,10
40.253768,main_prl_v2,10,10,10,200,1000,1000,10
81.981657,main_prl_v2,10,10,10,100,4000,4000,10
77.849594,main_prl_v2,10,10,10,100,4000,4000,10
78.652534,main_prl_v2,10,10,10,100,4000,4000,10
78.436688,main_prl_v2,10,10,10,100,4000,4000,10
78.581191,main_prl_v2,10,10,10,100,4000,4000,10
79.199969,main_prl_v2,10,10,10,100,4000,4000,10
80.388848,main_prl_v2,10,10,10,100,4000,4000,10
77.342454,main_prl_v2,10,10,10,100,4000,4000,10
79.492659,main_prl_v2,10,10,10,100,4000,4000,10
78.683017,main_prl_v2,10,10,10,100,4000,4000,10
19.428246,main_prl_v2,10,10,10,100,1000,1000,40
20.379503,main_prl_v2,10,10,10,100,1000,1000,40
20.365155,main_prl_v2,10,10,10,100,1000,1000,40
20.371534,main_prl_v2,10,10,10,100,1000,1000,40
19.961219,main_prl_v2,10,10,10,100,1000,1000,40
18.767361,main_prl_v2,10,10,10,100,1000,1000,40
